compte,lien,n,nom,pseudo,score,id,bio,date,annee,mois,jour,date2,annee-mois
RadioQuebec,suivi par,24079,Kvn,Kvn,0,e7617328bdcd7a7d8cfad3b51498ae87,,20181210062412,2018,12,10,2018-12-10,2018-12
RadioQuebec,suivi par,10302,drwoken,drwoken,1,bb074e859fd87ec596f9285bd91b893b,conservative logic liker pro guns pro life against fake news,20181210063004,2018,12,10,2018-12-10,2018-12
RadioQuebec,suivi par,21409,Stevenduguay,Stevenduguay,12,fa8267415612b9696bf49e17c4f3c29e,,20181210115024,2018,12,10,2018-12-10,2018-12
RadioQuebec,suivi par,10662,AllezFrance,AllezFrance,113,994e427d3797dfac5e9d074f71aac647,,20181210172331,2018,12,10,2018-12-10,2018-12
RadioQuebec,suivi par,21969,Ricfmaher,Ricfmaher,0,9d1743bcb67f111ef1786d2549e70026,,20181210184758,2018,12,10,2018-12-10,2018-12
RadioQuebec,suivi par,2407,Be_Courageous,becourageous,5,62444f4e67b04257b431d20578f33326,,20181210212144,2018,12,10,2018-12-10,2018-12
RadioQuebec,suivi par,23002,vincent.jappi,vincent.jappi,14,301e0f749212ba88db79c1a2caf094cd,,20181210232233,2018,12,10,2018-12-10,2018-12
RadioQuebec,suivi par,9950,Msourdif40,sourdifmonique,196,b786b599505dd49a3e4acf019537058c,A great grandmother of 3...Canadian 🇨🇦 loves animals..loves President Donald Trump...he is saving the world🌎❤️🇨🇦🇺🇸👍🏻 Make Canada Great Again 🇨🇦 MAGA 🇺🇸,20181211004922,2018,12,11,2018-12-11,2018-12
RadioQuebec,suivi par,20542,Matt Cornillault,mc,47,69ed2f765addaf481a79a741e5037558,entrepreneur,20181211053808,2018,12,11,2018-12-11,2018-12
RadioQuebec,suivi par,9915,TiCat63,ticat63,0,193016de236af39eea5b21757554be0f,,20181211172130,2018,12,11,2018-12-11,2018-12
RadioQuebec,suivi par,20341,3MIKE,3MIKE,74,32b8676c1865b640af332acb4b0935e6,Q : Où allons nous / Where are we going.,20181212001537,2018,12,12,2018-12-12,2018-12
RadioQuebec,suivi par,15781,OutOfMany:One,johnqalt,35,2becb9ad154e02aecd477cfe1c55369c,,20181212031904,2018,12,12,2018-12-12,2018-12
RadioQuebec,suivi par,24354,SabbyTabbyCat,Lilshawtycat,100,c56c6553dbb7ee73e1344677b9f99027,,20181212205835,2018,12,12,2018-12-12,2018-12
RadioQuebec,suivi par,20253,Christianrioux68,Christianrioux68,0,af55998d0cd0ff703c9601083d23dc63,,20181217222900,2018,12,17,2018-12-17,2018-12
RadioQuebec,suivi par,19921,Ldobija,Ldobija,2,38eb694b03ea397e9d52f49b5ceb58a8,,20181227181907,2018,12,27,2018-12-27,2018-12
RadioQuebec,suivi par,15988,Jérôme Lapointe ,jlapointe,0,d5250103aac34263b83454b6438b32f2,,20190313185157,2019,03,13,2019-03-13,2019-03
RadioQuebec,suivi par,19651,Bert Marcoux,bertrandmarcoux,31,bfef7933774946b9a0b8d56ea585a69b,"I aspire to inspire before I expire 
J'aspire à inspirer avant d'expirer
Following The Way / Suivre Le Chemin
Finding The Truth / Trouver La Vérité
Loving The Life / Aimer La Vie",20190414213435,2019,04,14,2019-04-14,2019-04
RadioQuebec,suivi par,18701,Mark,Zoomer58,78,fe6dc8b4883b42fcad46f0902ce66693,Trump follower,20190423120128,2019,04,23,2019-04-23,2019-04
RadioQuebec,suivi par,18686,Philip Bertrand,PhilipBertrand,49,c0387333a1904fb6b948046da6de208c,Québécois. Europhile. Traditionaliste.,20190505033442,2019,05,05,2019-05-05,2019-05
RadioQuebec,suivi par,19241,NicolasNilsen,NicolasNilsen,0,d693b523bfda4c39b734b9ba9165d0ea,Later,20190507145358,2019,05,07,2019-05-07,2019-05
RadioQuebec,suivi par,6327,Patrick Hunout,Phunout,98,d88a47f45c8048a9afffc99a66bd98c6,Dr. Hunout is the President and Founder of The Social Capital Foundation. ,20190528212720,2019,05,28,2019-05-28,2019-05
RadioQuebec,suivi par,23212,MonicaLamitraille,MonicaLamitraille,179,0bad894df82a4af8b07b24aafa74af23,,20190528234603,2019,05,28,2019-05-28,2019-05
RadioQuebec,suivi par,23044,Tonyouy,Tonyouy,0,94a81ab3395d44fdabf997f72d371a67,,20190529003441,2019,05,29,2019-05-29,2019-05
RadioQuebec,suivi par,22996,Jcollins,Jcollins,563,6d04e3fb72cd4aebac3e46bf8f8fc16c,Supporter of 2A- slayer of liberals- stock market slinger- conservative patriot- supporter of our armed forces and law enforcement- Love POTUS Donald J Trump! ,20190529033211,2019,05,29,2019-05-29,2019-05
RadioQuebec,suivi par,2306,Nico,spider,0,bc13b7b278eb47f9b6eb12538dbeb2ce,"Tech, Crypto, Sports, Travel",20190529065228,2019,05,29,2019-05-29,2019-05
RadioQuebec,suivi par,19048,Canadamike,Magcanada,47,af11e4dc8d584dbf8d89ffd52210d509,,20190529115817,2019,05,29,2019-05-29,2019-05
RadioQuebec,suivi par,18120,claude champagne Patriot on GAB,claudec,8.8k,6f6bc7b6bd66437ca955a516a632813e,"PATRIOT 1656 2 brothers soldiers from France cross to colonize and protect la Nouvelle France, family ancestors from Quebec, Illinois, Montana all related from these two brothers",20190529214432,2019,05,29,2019-05-29,2019-05
RadioQuebec,suivi par,21228,Honesty9338,Honesty9338,553,6e32bedeacf24047ad7ac54f4e792899,,20190529235248,2019,05,29,2019-05-29,2019-05
RadioQuebec,suivi par,17642,Siorac #italydidit,Siorac,389,d40cee6de207487c947e7342709f999e,"The Democrats stole the 2020 Presidential election and many committed treason. Congress no longer represent us. We the people demand the truth and justice.
Trump is still my President 🇺🇸🇫🇷",20190530012335,2019,05,30,2019-05-30,2019-05
RadioQuebec,suivi par,21933,Franckly Me,Yarackchell,126,7778edf4232e4a9bb87ce224690aaa0f,,20190530043118,2019,05,30,2019-05-30,2019-05
RadioQuebec,suivi par,10861,Curiousgeorge,Curious42728843,0,cf06be62387945638c980db4eb26b69e,,20190530155810,2019,05,30,2019-05-30,2019-05
RadioQuebec,suivi par,23273,lysa,pala,2,4c5ff802eaca4ce4b57b6d83dc1c6f63,,20190530213919,2019,05,30,2019-05-30,2019-05
RadioQuebec,suivi par,20308,Marcko PPC,Marcko,394,85c227e5b50a4b8094af6a6bb682f4e2,warrior in Jesus army. Quebecois patriots 😎 #Trump. #MAGA .#MaximeBernie just a patriot making meme follow me on Twitter @marckovvvvv,20190530223941,2019,05,30,2019-05-30,2019-05
RadioQuebec,suivi par,2915,niclariviere,niclariviere,5,cadd11c056b54da2834911dd32e8b7a6,"Trader, maker and geek",20190531025940,2019,05,31,2019-05-31,2019-05
RadioQuebec,suivi par,9173,CanadianSheepdog,CanadianSheepdog,138,cd314e68542c49b48c3d12d210948042,Canadian Patriot / Alpha Male / Sheep Dog / Pro-Bernier / Pro-Trump / Pro-General Flynn / Pro-American and Proud of it #MAGA #QAnon #PPC #WWG1WGA,20190531054312,2019,05,31,2019-05-31,2019-05
RadioQuebec,suivi par,22007,Jennie,JennieNat,1,e1347c8674cd43d38d8b9bcd2b5ef25b,,20190531115843,2019,05,31,2019-05-31,2019-05
RadioQuebec,suivi par,17177,🔥Sheerglee🔥,Sheerglee,1.7k,84cb50b9bb994111814476bdb7e89bce,🇺🇸🇺🇸#Patriot🇺🇸🇺🇸#Conservative🇺🇸🇺🇸🌻🌻🌻#MAGA🌻#Christian🌻🌻🌻🔥🔥🔥HugeTrump Supporter🔥🔥🔥🦋🦋Q follower🦋🦋@Sheerglee1🦋🦋🇺🇸🇺🇸#WWG1WGA🇺🇸🇺🇸qmap.pub🇺🇸🇺🇸,20190531120856,2019,05,31,2019-05-31,2019-05
RadioQuebec,suivi par,23276,Aleoph7,Aleoph7,95,75f5f10af74846108209e8903a948ceb,My people are living a slow and quiet genocide. I'm a proud french Nationalist from Québec. They are drowning us with all this immigration. In 2030 we are going to be a minority in here. God help us!,20190531170017,2019,05,31,2019-05-31,2019-05
RadioQuebec,suivi par,13814,Guy Huard,Gurohu,0,5b697ec1e65f4925bd5365314514146b,Been at it more than 40 years,20190531175122,2019,05,31,2019-05-31,2019-05
RadioQuebec,suivi par,18700,Paul Getson,PaulBGetson,9,d19cb5674b90401296f0ad23ab99dbcf,"Canadian male born in the early 60s. 
I live in Northern Canada.",20190531180323,2019,05,31,2019-05-31,2019-05
RadioQuebec,suivi par,2571,Sylvie Fourcade,sylviefourcade,341,7c58d246fbc049328bbab79e53c1e3ac,"#PR Social Networks at What's Next ? www.what-s-next.com #WeThePeople #DigitalSoldier #WWG1WGA #MAGA #MEGA 
 #Peace #Compassion #Solidarity #Happiness #Angel 🌺🇫🇷🌍🍀🌞💫💕",20190531185725,2019,05,31,2019-05-31,2019-05
RadioQuebec,suivi par,7881,Twit,Twit,0,8cd59095be52432f9b0f58c21316b699,,20190531194933,2019,05,31,2019-05-31,2019-05
RadioQuebec,suivi par,19707,Dominique Phonem,Phonem,42,2beb1f8915a44701acb13281863863ae,"AKA Weathered Hype. 
FR/ENG- Patriote. Pour les enfants. For the kids. Le Grand Éveil ! The Great Awakening ! WWG1WGA #Qanon Terre de Québec, mon pays, notre avenir.",20190601010623,2019,06,01,2019-06-01,2019-06
RadioQuebec,suivi par,23013,SGB,Sogauvre,448,7dc6c362f2c4471a96baf58c8e9bfa1f,"The great awakening🌅🌌its⏰ 
Declassify:
📁 Unsealed indictments 
🛸 UFO acknowledgement👽
💣💥👊 Patriot-Q
🤨😡🤬 Against child-sex trafficking & vaccine .....",20190601021544,2019,06,01,2019-06-01,2019-06
RadioQuebec,suivi par,13050,PaulF,peaulixs,0,d9669a2379e34137837e2778f2421560,,20190601143540,2019,06,01,2019-06-01,2019-06
RadioQuebec,suivi par,5675,Marc,LoupCypher,0,39f5a35205f54541b29df1453036d18f,,20190601201902,2019,06,01,2019-06-01,2019-06
RadioQuebec,suivi par,2268,D. Leitsack,DLeitsack,0,546e93b101834ca1bd75eb05c4c993a9,Author of the book AD 2188 - The World Under the Grand Caliphate.,20190601212701,2019,06,01,2019-06-01,2019-06
RadioQuebec,suivi par,23699,Ewen Q17 France,QanonFr,67,c9a45884096f4680a3834aa14844dcda,"Full disclosure, now! WWGOWGA- France.",20190602054139,2019,06,02,2019-06-02,2019-06
RadioQuebec,suivi par,18003,καlέnduλα Calendula2016,Calendula2020,272,ec28146712db4ad7ac3226a7759d82f8,"“These alarmists always demand the same thing – absolute power to dominate, transform and control every aspect of our lives."" POTUS in Davos 1/21/20",20190602150000,2019,06,02,2019-06-02,2019-06
RadioQuebec,suivi par,23122,Droulis,Goutch,0,9ecbee3d12934e9abdce407b7292bcec,Can’t stand Justin Trudeau!,20190602151937,2019,06,02,2019-06-02,2019-06
RadioQuebec,suivi par,16256,BelieverInJesus,asdfgyt,3.9k,7a04c7adaf5c4193aa5e5234f4a9717a,"Born Again, Spirit Filled Believer in Jesus the Lamb of God and our only hope for right standing with God. Conservative, Trump supporter. Lover of truth regardless of who it offends",20190602190448,2019,06,02,2019-06-02,2019-06
RadioQuebec,suivi par,20004,JPierre,JPierre,97,3e39e538df7744f98618b69c195f7a5c,,20190602204443,2019,06,02,2019-06-02,2019-06
RadioQuebec,suivi par,13808,Sherry Renaud 🇺🇸🇨🇦❤,sherryhanna53,367,7ef6e5b0be8549849bbb5e8eafae5bf1,"Married to the love of my life. Conservative in beliefs, independent in thought, Christ follower. Motto: To the world you may be one person but to one person you may be the world.",20190602214000,2019,06,02,2019-06-02,2019-06
RadioQuebec,suivi par,21935,Lisacerulli,Lisacerulli,0,ebb2d31f3a9140459f06f13b596350de,,20190603020617,2019,06,03,2019-06-03,2019-06
RadioQuebec,suivi par,20121,Ginettegijoe,Ginettegijoe,95,43397dc330d040bc99c9089ea597994d,I’m from Quebec I knew the very first day Donald Trump would be president and he would drain the swamp . I am not disappointed . He’s the best president this 🌎 needs more men like Donald . Time to fight back . I follow   https://youtu.be/p11eZqAJUOM,20190603035317,2019,06,03,2019-06-03,2019-06
RadioQuebec,suivi par,13410,Homeshackled*10,homeshackled,12,e2ddce3b67b14974aac3e955e255ffa4,"Business Owner, Wife, Mother and Nana from the State of Oregon",20190603045710,2019,06,03,2019-06-03,2019-06
RadioQuebec,suivi par,24334,JohnnyBoy,martther,0,584a0c10568f4e0d9c37ba01ee66272c,w00t!,20190603162122,2019,06,03,2019-06-03,2019-06
RadioQuebec,suivi par,20978,Matthew Attic,Matt_55-30,0,2888564bef1f4b74aa1364522b6cbfcb,Proud Boy 3rd degree. Montreal President.,20190603173546,2019,06,03,2019-06-03,2019-06
RadioQuebec,suivi par,14676,🤔 :BEN: 🐸,BeLTee,13,1b64fe2dee6e4df084d8996484ed8321,Once upon a 17. RT & likes not endorsements,20190604101659,2019,06,04,2019-06-04,2019-06
RadioQuebec,suivi par,15994,jamesdeer74,jamesdeer74,507,5da74e9e7664449e9ac425c311589cad,,20190604195238,2019,06,04,2019-06-04,2019-06
RadioQuebec,suivi par,10506,AboutteMadame,MadameFuckingAboutte,31,434a6ff058194bd0b5b7c0d7664160ec,,20190604233206,2019,06,04,2019-06-04,2019-06
RadioQuebec,suivi par,24065,irene,jolange,67,b3f3ba4462d44c3db55b49bb8cf4f70a,WWG1WGA TRiUMPh4EVA,20190606221045,2019,06,06,2019-06-06,2019-06
RadioQuebec,suivi par,19515,CdnPeep,CdnPeep,93,8250e75e50594ae1a22a751e629be6d4,"Canadian Patriot seeking truth, honesty, and the right to freedom. Upvote and echo posts. please follow for more breaking news.",20190607215853,2019,06,07,2019-06-07,2019-06
RadioQuebec,suivi par,21616,Gilles Groleau ,Waterman205900,309,35a6b1403b86489dbe1aadfa1fd943ea,,20190609042603,2019,06,09,2019-06-09,2019-06
RadioQuebec,suivi par,15475,Lemovik,Lemovik,1,26654a6a66194877bc301212b16e014a,,20190610130304,2019,06,10,2019-06-10,2019-06
RadioQuebec,suivi par,23430,Mélanie,MelDrouin,98,f60de91de6ce4585a64a11848b2a9d24,"Canadian Patriot,#MAGA ,Mom of 2,Trump 2020, #PPC",20190610135654,2019,06,10,2019-06-10,2019-06
RadioQuebec,suivi par,23770,BlondiGeek,BlondiGeek,9,6ba9acfba90445d79c427e68c79a7154,"Blondi gee[Q]
C# lover
VR 
M[a]cOS, Wi[n]d[o]ws, Li[n]ux, iOS, Android
FU globalist puppets
I love everyone else! #WWG1WGA",20190610144629,2019,06,10,2019-06-10,2019-06
RadioQuebec,suivi par,23599,Karlpayer,Karlpayer,6,08494b45ed304dccb709c9b5e6582113,,20190610172055,2019,06,10,2019-06-10,2019-06
RadioQuebec,suivi par,7846,Observateur99,Asymptome37,590,f2337fbbcd40484cb40a6ab8e54bf41f,"Hostile à tout sectarisme, effaré par le délitement accéléré de la République française depuis 2007 (Sarkozy, puis le duo infernal Hollande / Macron)",20190610182130,2019,06,10,2019-06-10,2019-06
RadioQuebec,suivi par,10060,🇫🇷looranks🇳🇱,looranks,8,aa0b5046655641d88f07884f275f74ac,sharing thoughts in 🇫🇷 🇳🇱 🇬🇧,20190610213201,2019,06,10,2019-06-10,2019-06
RadioQuebec,suivi par,19865,Ruel Jf,RuelJf,2,62f52d3bd2de40c3a33aca68937fe734,,20190610222948,2019,06,10,2019-06-10,2019-06
RadioQuebec,suivi par,11595,ced671,ced671,17,88640ec19411495b90fede23146310e2,"De droite, patriote, nationaliste, catholique.   ..... TRUMP is awsome👍🏻",20190612170800,2019,06,12,2019-06-12,2019-06
RadioQuebec,suivi par,17894,Suzanne Louise,Suzzy,379,7b3057efc6a5405f81ae9bc841993687,"Roman catholic, wife, mom, prolife RN 12th generation Canadian.Truth is like water. It’ll find a way. Preferable pronoun: HRH with a curtsy 😝 😂",20190614015636,2019,06,14,2019-06-14,2019-06
RadioQuebec,suivi par,16398,Eohrt61,ErichKevin,107,c7c36fb4642b4e158169e75f94fe9db1,"Roman Catholic, prolife, husband, father and Canadian. Loves the ALBERTA economic engine of Canada. Our oil is clean and Honest",20190614041822,2019,06,14,2019-06-14,2019-06
RadioQuebec,suivi par,21818,mabius,mabius,0,77f52ca649b245d6869fd216cae846f5,,20190614094144,2019,06,14,2019-06-14,2019-06
RadioQuebec,suivi par,5443,Jean le Baptiste,Nationalissss,3,aaee099b6c0b402a94c0a2cce0308344,Saint homme inspiré,20190615051759,2019,06,15,2019-06-15,2019-06
RadioQuebec,suivi par,18133,AssaultCucumber,AssaultCucumber,0,e40b80d9ee864811a92bb9931e4d9cf6,"Very dangerous vegetable - actually mild mannered Canadian who is fed up with PC bullshit. Centrist, slightly leaning right, who cant stand current social media. Catholic dude, gun lovin dadbod.",20190615125926,2019,06,15,2019-06-15,2019-06
RadioQuebec,suivi par,10027,¯\_(ツ)_/¯ (XVI),GAVRlLOPRlNClP,0,1157afaa5b8447148bb6e86767b1610d,...And free speech for all,20190616152424,2019,06,16,2019-06-16,2019-06
RadioQuebec,suivi par,22929,Xavier,furax77,27,4c3693db381b4f0094c8efe63ae6da12,,20190617151751,2019,06,17,2019-06-17,2019-06
RadioQuebec,suivi par,45,TexasRealtor,DianeRemick,60,09cc357473434893a77bf54e804e82f7,"Realtor 20 years, RE Investor, Love God, Family, Vets, USA, Our POTUS, MAGA. WWG1WGA. Never Look down on anyone unless you are reaching down to give them a hand to pull them up.",20190617183514,2019,06,17,2019-06-17,2019-06
RadioQuebec,suivi par,11586,Hussein le Flamand,VlaamsHB,20,4975d4a0960448588d17f9c2907bf5f0,"Twitter account: @HusseinFlamand Expert about Mena, Sahel affairs.",20190617210501,2019,06,17,2019-06-17,2019-06
RadioQuebec,suivi par,9943,HomoFrog,HomoFrog,0,1e1c74b2734842d886a359ef4a577ebe,Canadian conservative who happens to be gay. Québec nationalist and French speaker from Montréal. MAGA and PPC supporter. Karaoke enthusiast. Britney and Mariah FOREVER.,20190623140655,2019,06,23,2019-06-23,2019-06
RadioQuebec,suivi par,22434,yvonne_meylan,yvonnemeylan,3,7099aa2825724c8f8be4a15d8e762287,,20190624062742,2019,06,24,2019-06-24,2019-06
RadioQuebec,suivi par,23571,Sergio,Sergiogab,32,dc97f2b9134044e0a04b07e1528d85f4,"Canadian Patriot living in Austria
MAGA | WWG1WGA",20190626121142,2019,06,26,2019-06-26,2019-06
RadioQuebec,suivi par,129,Damien Michaud,DamienMichaudFM,7,65ad2360e39041d4afbb77abb0d2d55b,Fort McMurray,20190629031151,2019,06,29,2019-06-29,2019-06
RadioQuebec,suivi par,22043,Bruno Baronet,BrunoBaronet,51,746e634340454c3d91c01f0dab1630fe,Passionate Polymath,20190629180651,2019,06,29,2019-06-29,2019-06
RadioQuebec,suivi par,16389,Balatafun,Balatafun,2.0k,fcb769a105714ff1b70c4a979bd318b8,"Our world is a magical and curious place, worthy of our attention, our care, and our kindness..🇺🇸#WWG1WGA ❤️#SupportPresidentTrump.🇺🇸 #MAGA,#KAG, ❤️Pro-Israel #ΜΟΛΩΝΛΑΒΕ",20190630203429,2019,06,30,2019-06-30,2019-06
RadioQuebec,suivi par,20527,Stephane Frechette,StephaneFrechette,0,fc6177a1cd674e2e88b99f1832d4c6cd,"Starting Fresh, ready to face Trudeau's deathcamps. My knees don't bend, must be getting old.",20190704082119,2019,07,04,2019-07-04,2019-07
RadioQuebec,suivi par,2064,Sabrina,keeperac2019,0,f1a2075b0d7a48719610a8a6d5b11810,,20190709161754,2019,07,09,2019-07-09,2019-07
RadioQuebec,suivi par,24294,Olivierdb83,Olivierdb83,2,c944d9a840c5448eab844c8ffd714035,,20190716171154,2019,07,16,2019-07-16,2019-07
RadioQuebec,suivi par,23063,Michel Lambert,MichellambertCa,214,93231533aadb42eb940f66f65f6fce5a,,20190722030632,2019,07,22,2019-07-22,2019-07
RadioQuebec,suivi par,7768,The Perspicace,ThePerspicace,31,7686c83b24bf4f71a20a0a8fbd52cd94,,20190722091556,2019,07,22,2019-07-22,2019-07
RadioQuebec,suivi par,23501,Vero🌸Nickie ,NickieVero,331,5f198f9384d04879a5401a341b2f8aea,"#Patriot Centre droite/Center right Vie/life Montreal/Florida International Commerce / high skills in management français/english #Catholic #StopIslam #WalkAway 
Vero🌸Nickie on Twitter",20190729132627,2019,07,29,2019-07-29,2019-07
RadioQuebec,suivi par,18672,Support General Flynn,SupportGenFlynn,485,fbeed24a4cb64cc79c5ae3ed4dfef129,"Florida
Followed by @GenFlynn 🇺🇸
I don’t know the Flynn family. I’m just a patriot who has supported General Flynn from day 1
#Christian #conservative #Trump2020 #Patriot #AmericaFirst #WWG1WGA",20190730084338,2019,07,30,2019-07-30,2019-07
RadioQuebec,suivi par,24087,Martin,shaltar,0,9328fb4617614f6caf95102b8b820aec,,20190730104902,2019,07,30,2019-07-30,2019-07
RadioQuebec,suivi par,21929,Chatoune,Chatoune,105,9a058ad43cf64a7880636e30ca06f980,I like what’s fair. I do not like lies and I think for myself and am not easily indoctrinated by propaganda. I am whole-hearted and honest.,20190812152027,2019,08,12,2019-08-12,2019-08
RadioQuebec,suivi par,9844,bond,thib,0,b948762c188243ab8c7ab07ab7b0a39e,,20190820165745,2019,08,20,2019-08-20,2019-08
RadioQuebec,suivi par,24148,RemiBali 🇨🇦,RemiBali,16,3b474cff5a3144248bab164d7ef9338a,,20190820215612,2019,08,20,2019-08-20,2019-08
RadioQuebec,suivi par,9994,Nathalie Vigneron,NathalieVigneron,14,d7961a3af46c461493580064a0d0a502,,20190823125657,2019,08,23,2019-08-23,2019-08
RadioQuebec,suivi par,5499,MG,mechantsgarcons,4,37b697c5d9ec46078cdda9f842c52487,,20190924034335,2019,09,24,2019-09-24,2019-09
RadioQuebec,suivi par,19011,Jeanmichelpech,Jeanmichelpech,1,fbe7180c3f08410fa8a63a98c9a80e39,,20191013155305,2019,10,13,2019-10-13,2019-10
RadioQuebec,suivi par,11474,Forrer,Forrer,68,da1ae47cdd5342c7a99edd93f36485bf,"French,Swiss,European. Alive!!!!
Gallia Comata
#ParlerFrance",20191017160628,2019,10,17,2019-10-17,2019-10
RadioQuebec,suivi par,4072,Carlawt,Carlawt,2,a70051dc8f8e4a04928a209ca4310573,,20191020151010,2019,10,20,2019-10-20,2019-10
RadioQuebec,suivi par,5783,Alex Dupuis1981,AlexDupuis1981,0,5454a7fb95de4d37b873bfe9e2097205,,20191109000949,2019,11,09,2019-11-09,2019-11
RadioQuebec,suivi par,23835,DanYul,DanYul,126,04a5405009a948e7b50a8e7b837028f6,https://qanonfr.com/,20191127190155,2019,11,27,2019-11-27,2019-11
RadioQuebec,suivi par,15885,Marco Baldacci,MmmBaldacci,5,1aec904f40fd47199ba9f7204f6d3f68,,20191212070227,2019,12,12,2019-12-12,2019-12
RadioQuebec,suivi par,17189,Louise Charrette,Charlou,0,c89666350b164574b851639dcee49793,,20191222232538,2019,12,22,2019-12-22,2019-12
RadioQuebec,suivi par,22253,Tyb,Tyb1,19,9dd054897e1b4213896f469f0d6547a3,,20200222043019,2020,02,22,2020-02-22,2020-02
RadioQuebec,suivi par,17520,WelseyWeld,Maxcool11,2.2k,b078fd1612354976b486df24f29afc27,"👨🏻‍🏭💥🇨🇦Welder/Fabr Deplorable!#TrudeauMustGo - I F*****G❤President Donald J.Trump 45!💪🍊👍 I've Something to Say About Unfreedom of the Press, in 🇨🇦 & 🇺🇸 #Spygate #Lockherup #TrumpWon #MAGA",20200304014154,2020,03,04,2020-03-04,2020-03
RadioQuebec,suivi par,18592,Santino,Santino17,3,6eee0acec86547fd8e364e080b1cd769,"🇨🇦 I believe in life, liberty and equal justice . We are all one shared consciousness experiencing itself subjectively.",20200314220811,2020,03,14,2020-03-14,2020-03
RadioQuebec,suivi par,17440,Simon Lacombe,ChildofLove,227,bdd8b5ca854f45cf80a5aea367e238a9,"Love God 
Joy
Universal Peace
Love one another",20200317182444,2020,03,17,2020-03-17,2020-03
RadioQuebec,suivi par,23453,SRoy,Sroy,2,65ebe40b0422405ebc5839bcb35418a4,,20200318015652,2020,03,18,2020-03-18,2020-03
RadioQuebec,suivi par,16264,Syduhamell,Syduhamell,93,c225999f05c8464c8d450763677ed78e,,20200318022156,2020,03,18,2020-03-18,2020-03
RadioQuebec,suivi par,8660,Bines70,Bines70,0,36095280e78145a2b5f7aff6c6698e13,,20200329164921,2020,03,29,2020-03-29,2020-03
RadioQuebec,suivi par,11948,GTAstroboy,GTAstroboy,17,b74ae29460864d928e24abcf16c3cc24,,20200329180905,2020,03,29,2020-03-29,2020-03
RadioQuebec,suivi par,19473,President-Elect JNET in Los Angeles,Jnetsworld,38,a94a49bd1b674152ad93dcae694f3c80,https://hive.blog/@jnetsworld,20200420075859,2020,04,20,2020-04-20,2020-04
RadioQuebec,suivi par,648,ReQpenFrance,ReOpenFrance,506,bf59a2069b3d4217af02f2159ca7012d,,20200429223444,2020,04,29,2020-04-29,2020-04
RadioQuebec,suivi par,15613,Flybine,Flybine,8,c83ae988399141b7a0efaaf5c60ce0f3,,20200430171326,2020,04,30,2020-04-30,2020-04
RadioQuebec,suivi par,23623,Mao Gagnon,MaoGagnon,5,a3704b36d26140cc8130465405b9e768,Paté chinowa,20200507233751,2020,05,07,2020-05-07,2020-05
RadioQuebec,suivi par,885,LunaCats,AgentCatLuna,1,f01ea3239b3543478ab6b7ee3db62771,,20200509195550,2020,05,09,2020-05-09,2020-05
RadioQuebec,suivi par,7310,Mimi,Paslebon,1.8k,ea340ad7d82244ada9929f7120bc4457,Un aveugle qui prédit l'avenir est un voyant non voyant. #parlerfrance,20200509215454,2020,05,09,2020-05-09,2020-05
RadioQuebec,suivi par,17623,Paty,Patlaffreuse,8,4ae8ac5f8276471f99bb4a9972935880,"French Digital Resistance
/ Make the world great again
/ All united to drain the swamp deeply all around the world",20200513164413,2020,05,13,2020-05-13,2020-05
RadioQuebec,suivi par,19723,Wader,CinqSept,0,1f8ddc661ab04a378280ffdf50c01696,Yep,20200516180848,2020,05,16,2020-05-16,2020-05
RadioQuebec,suivi par,13892,President-Elect LR_Cadyz🇺🇸,LRCadyz,336,324d6a5f1043452a8bea3999e67c550b,#Trump2020 🇺🇸 #MAGA 🇺🇸 #ProudDeplorable 🇺🇸 #ProudChump 🇺🇸 We will NEVER stop fighting for Trump 🙏 🇺🇸 2Day We Take Our Country Back! #HoldTheLine,20200521190024,2020,05,21,2020-05-21,2020-05
RadioQuebec,suivi par,22336,Derek Gourde,Derekgourde,0,32c2dad78ffd45d2a01cc9bb67289d50,French Canadian inspired by American greatness & principles. I want marxism & other evil political philosophy alikes to become fringe again. Western civilization is the best.,20200521200920,2020,05,21,2020-05-21,2020-05
RadioQuebec,suivi par,3636,SwissResist🇨🇭,SwissResist,141,636f4b8388a744a18cb29b6234cde98d,,20200523094814,2020,05,23,2020-05-23,2020-05
RadioQuebec,suivi par,1073,Steve Jomphe,SteveJomphe,0,7bb4bb417bb5489e9d5b66a32644c7f9,,20200524231723,2020,05,24,2020-05-24,2020-05
RadioQuebec,suivi par,2145,Symbolic17Q,Symbolic17Q,93,18317182c69a4fc682cc1b057401e4c4,"The truth is learned, never told. Truthseeker that's IT.",20200526235705,2020,05,26,2020-05-26,2020-05
RadioQuebec,suivi par,2422,Charles A. Farag,CharlesFarag,13,a3ce8b6c6485469c99fac782017a764b,"💪🏽Tear down your past and build a brand new You!
📈Consistently learning and evolving. 
💯My motto: live life authentically and without fear. 

yougreatness.com",20200527001128,2020,05,27,2020-05-27,2020-05
RadioQuebec,suivi par,23551,RogercMichaud,RogercMichaud,115,ba40c5e50a0a4cc5aae22150e52a1ab8,I am not a bot...I am me !,20200527004126,2020,05,27,2020-05-27,2020-05
RadioQuebec,suivi par,24226,Alhernane,Alhernane,432,587771385a1446c6bbe135e103ec2de1,,20200527010603,2020,05,27,2020-05-27,2020-05
RadioQuebec,suivi par,20173,Mayaitos2,Mayaitos2,30,3c831ae48f654eff8b445d0eac5de70e,,20200527010712,2020,05,27,2020-05-27,2020-05
